id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Positive_500,3.378,11.318,1.351,5.236,9.291,8.784,4.054,1.258,4.214,0.503,0.23,0.642,0.231,0.284,0.41,0.341,0.324,0.262,0.041,0.252,0.208,0.152,0.178,0.338,5.854,0.699,2.708,4.806,4.543,2.097,1
Negative_993,4.8,0.8,1.6,4.8,2.4,7.2,6.4,5.711,0.952,1.904,0.256,0.76,0.144,0.28,0.304,0.464,0.32,0.347,0.0,0.226,0.323,0.202,0.29,2.4,0.4,0.8,2.399,1.199,3.598,3.198,0
Negative_464,1.087,3.261,3.261,6.522,7.609,4.348,6.522,0.819,2.456,2.456,0.207,0.728,0.141,0.293,0.359,0.424,0.326,0.308,0.033,0.209,0.242,0.154,0.231,3.261,1.617,1.617,3.234,3.773,2.156,3.234,0
Positive_1205,3.419,5.173,2.654,4.993,3.149,6.793,8.232,1.893,2.864,1.47,0.272,0.8,0.107,0.345,0.424,0.341,0.398,0.236,0.016,0.158,0.195,0.165,0.168,0.135,2.74,1.405,2.644,1.668,3.597,4.359,1
Positive_19,3.261,2.174,3.261,4.13,5.217,6.739,7.609,1.406,0.937,1.406,0.285,0.802,0.076,0.365,0.42,0.33,0.404,0.205,0.031,0.092,0.153,0.137,0.133,0.435,1.138,1.707,2.162,2.731,3.527,3.983,1
Negative_246,0.917,4.925,0.577,1.902,3.159,14.47,5.639,0.648,3.479,0.408,0.274,0.782,0.113,0.524,0.579,0.268,0.546,0.277,0.033,0.174,0.11,0.095,0.093,0.102,2.556,0.299,0.987,1.639,7.508,2.926,0
Positive_727,4.452,6.849,2.055,6.849,8.562,2.74,8.219,4.079,6.275,1.883,0.243,0.747,0.144,0.264,0.353,0.38,0.318,0.316,0.031,0.244,0.316,0.182,0.265,2.74,3.524,1.057,3.524,4.405,1.41,4.229,1
Negative_581,3.636,4.773,1.364,3.864,2.727,9.773,5.227,3.308,4.343,1.241,0.3,0.832,0.095,0.339,0.4,0.355,0.414,0.2,0.016,0.132,0.205,0.182,0.155,0.682,2.466,0.705,1.996,1.409,5.05,2.701,0
Positive_1080,5.47,5.033,1.532,7.221,5.47,5.252,7.221,3.627,3.338,1.016,0.271,0.786,0.098,0.289,0.354,0.348,0.346,0.27,0.024,0.147,0.254,0.235,0.221,1.094,2.57,0.782,3.687,2.793,2.681,3.687,1
Negative_141,1.25,8.125,1.875,3.125,1.25,5.0,8.125,0.866,5.627,1.298,0.256,0.756,0.175,0.275,0.375,0.425,0.3,0.226,0.019,0.27,0.27,0.151,0.239,1.875,4.267,0.985,1.641,0.656,2.626,4.267,0
Negative_249,2.622,5.618,2.622,1.124,7.116,8.24,8.614,1.606,3.441,1.606,0.262,0.697,0.15,0.382,0.464,0.27,0.419,0.271,0.038,0.207,0.173,0.109,0.147,0.749,2.737,1.277,0.548,3.467,4.014,4.196,0
Positive_233,5.808,4.924,2.02,6.818,7.449,3.788,6.187,5.988,5.076,2.082,0.256,0.76,0.121,0.284,0.354,0.385,0.352,0.262,0.046,0.164,0.253,0.221,0.207,0.379,2.498,1.025,3.459,3.779,1.922,3.139,1
Negative_97,2.763,5.42,3.082,3.719,5.42,6.482,7.758,2.968,5.822,3.31,0.279,0.768,0.121,0.327,0.412,0.332,0.39,0.262,0.028,0.185,0.224,0.148,0.189,0.319,2.746,1.562,1.885,2.746,3.285,3.931,0
Positive_284,3.215,7.395,0.643,8.36,8.039,2.572,4.18,3.531,8.122,0.706,0.212,0.74,0.145,0.35,0.431,0.328,0.395,0.277,0.045,0.206,0.206,0.177,0.177,0.965,3.688,0.321,4.169,4.009,1.283,2.085,1
Positive_286,3.759,2.82,1.316,6.767,3.571,4.887,7.143,2.149,1.612,0.752,0.231,0.852,0.079,0.391,0.432,0.4,0.419,0.194,0.013,0.126,0.164,0.121,0.151,0.376,1.59,0.742,3.816,2.014,2.756,4.028,1
Positive_999,1.751,6.226,1.362,7.004,6.42,3.307,7.004,1.689,6.007,1.314,0.253,0.784,0.111,0.348,0.424,0.35,0.403,0.255,0.025,0.177,0.209,0.154,0.168,0.973,3.24,0.709,3.645,3.341,1.721,3.645,1
Negative_1116,2.299,1.149,0.383,5.364,1.149,4.981,8.046,0.94,0.47,0.157,0.372,0.931,0.038,0.352,0.368,0.318,0.46,0.1,0.008,0.069,0.158,0.165,0.085,1.533,0.658,0.219,3.072,0.658,2.853,4.608,0
Positive_1154,3.233,6.005,2.309,6.697,3.695,3.464,6.236,1.959,3.639,1.399,0.226,0.753,0.136,0.286,0.37,0.365,0.339,0.28,0.023,0.194,0.215,0.167,0.174,1.848,2.986,1.148,3.331,1.838,1.723,3.101,1
Positive_1057,10.526,6.743,2.632,8.059,10.033,3.125,4.112,8.743,5.6,2.186,0.225,0.737,0.132,0.178,0.271,0.421,0.26,0.293,0.028,0.18,0.349,0.269,0.269,0.493,3.45,1.347,4.124,5.134,1.599,2.104,1
Negative_501,3.81,5.905,3.238,2.476,4.19,12.381,6.857,2.978,4.615,2.531,0.377,0.783,0.112,0.333,0.425,0.265,0.48,0.216,0.025,0.185,0.198,0.124,0.156,0.762,3.165,1.735,1.327,2.246,6.635,3.675,0
Negative_445,2.794,4.99,1.996,2.794,7.585,9.581,5.788,2.052,3.665,1.466,0.25,0.735,0.104,0.373,0.443,0.293,0.409,0.278,0.034,0.154,0.192,0.18,0.16,0.599,2.434,0.974,1.363,3.7,4.674,2.823,0
Negative_584,0.0,3.896,6.494,6.494,3.896,6.494,10.39,0.0,1.699,2.831,0.247,0.74,0.078,0.299,0.403,0.312,0.312,0.224,0.013,0.105,0.197,0.118,0.171,5.195,1.823,3.038,3.038,1.823,3.038,4.861,0
Positive_533,4.523,7.538,1.508,7.035,6.03,5.025,2.513,6.541,10.901,2.181,0.246,0.754,0.136,0.246,0.337,0.382,0.317,0.303,0.015,0.237,0.298,0.222,0.242,1.005,3.697,0.74,3.451,2.958,2.465,1.233,1
Negative_1073,2.985,5.191,1.882,2.336,5.711,8.501,11.616,2.042,3.552,1.288,0.306,0.761,0.127,0.417,0.488,0.321,0.446,0.247,0.031,0.188,0.173,0.131,0.154,0.324,2.799,1.015,1.259,3.079,4.583,6.262,0
Positive_297,3.448,5.496,0.216,5.711,6.358,5.388,4.203,3.622,5.773,0.227,0.234,0.747,0.141,0.318,0.375,0.395,0.375,0.312,0.029,0.208,0.247,0.166,0.208,0.216,2.778,0.109,2.887,3.214,2.723,2.124,1
Negative_389,2.75,5.25,2.25,4.25,3.75,6.75,7.5,2.327,4.442,1.904,0.263,0.792,0.105,0.383,0.458,0.328,0.427,0.251,0.033,0.143,0.203,0.135,0.173,1.0,2.695,1.155,2.182,1.925,3.466,3.851,0
Positive_127,3.67,9.633,1.835,6.881,7.339,4.128,5.046,5.486,14.399,2.743,0.248,0.734,0.138,0.261,0.376,0.349,0.335,0.244,0.037,0.194,0.272,0.189,0.207,2.752,4.725,0.9,3.375,3.6,2.025,2.475,1
Negative_1256,2.459,3.279,2.459,1.639,4.098,8.197,9.836,1.484,1.979,1.484,0.303,0.844,0.09,0.336,0.393,0.377,0.377,0.174,0.017,0.116,0.174,0.14,0.14,1.639,1.881,1.411,0.94,2.351,4.703,5.643,0
Positive_870,2.93,6.641,1.562,6.25,8.984,5.469,5.664,2.743,6.218,1.463,0.248,0.717,0.143,0.287,0.369,0.348,0.348,0.29,0.045,0.194,0.235,0.2,0.198,0.586,3.227,0.759,3.037,4.366,2.658,2.752,1
Positive_249,4.386,4.825,2.632,3.947,3.947,6.579,11.842,4.939,5.434,2.964,0.289,0.746,0.127,0.355,0.43,0.32,0.408,0.229,0.053,0.137,0.181,0.167,0.15,0.877,2.37,1.293,1.939,1.939,3.231,5.816,1
Negative_221,4.098,1.639,4.918,2.459,4.918,13.115,10.656,3.421,1.368,4.105,0.328,0.803,0.041,0.328,0.393,0.279,0.385,0.215,0.008,0.074,0.198,0.207,0.165,1.639,0.777,2.332,1.166,2.332,6.219,5.053,0
Positive_356,4.018,6.027,2.455,4.241,3.795,4.241,7.143,3.953,5.929,2.415,0.259,0.763,0.141,0.321,0.406,0.362,0.386,0.298,0.025,0.213,0.246,0.125,0.208,0.67,3.047,1.241,2.144,1.918,2.144,3.611,1
Negative_910,2.344,0.781,4.688,3.906,0.0,7.031,13.281,2.534,0.844,5.068,0.289,0.852,0.094,0.43,0.484,0.375,0.445,0.283,0.016,0.157,0.181,0.071,0.181,2.344,0.414,2.485,2.07,0.0,3.727,7.04,0
Positive_246,4.545,6.477,0.341,8.636,4.886,3.068,6.591,4.504,6.419,0.338,0.217,0.722,0.158,0.293,0.361,0.431,0.338,0.323,0.034,0.204,0.255,0.185,0.22,0.568,3.178,0.167,4.237,2.397,1.505,3.234,1
Positive_323,7.511,5.302,0.147,6.775,8.689,3.829,7.806,5.612,3.961,0.11,0.268,0.773,0.109,0.327,0.381,0.381,0.395,0.229,0.038,0.152,0.218,0.177,0.173,0.442,2.811,0.078,3.592,4.607,2.03,4.139,1
Negative_1032,3.297,3.022,0.275,1.923,3.297,15.934,4.67,1.492,1.367,0.124,0.294,0.766,0.091,0.497,0.53,0.264,0.516,0.207,0.019,0.143,0.116,0.11,0.102,0.824,1.591,0.145,1.013,1.736,8.391,2.459,0
Negative_944,4.406,6.487,1.714,4.162,3.06,5.753,8.323,4.013,5.908,1.561,0.275,0.783,0.119,0.353,0.435,0.339,0.41,0.261,0.017,0.191,0.206,0.158,0.173,0.612,3.272,0.864,2.099,1.543,2.902,4.198,0
Positive_681,2.882,6.052,3.314,5.476,6.916,6.052,7.493,3.053,6.411,3.511,0.261,0.772,0.128,0.3,0.393,0.379,0.35,0.26,0.032,0.182,0.219,0.16,0.193,0.288,3.161,1.731,2.86,3.612,3.161,3.914,1
Negative_466,2.224,2.873,3.707,3.522,2.41,7.6,8.99,1.593,2.057,2.654,0.286,0.869,0.065,0.391,0.457,0.36,0.436,0.213,0.012,0.105,0.15,0.123,0.127,0.185,1.593,2.055,1.952,1.336,4.213,4.984,0
Negative_497,5.43,4.703,3.194,6.655,4.65,6.85,7.808,5.99,5.188,3.523,0.282,0.807,0.102,0.358,0.437,0.374,0.409,0.277,0.02,0.159,0.229,0.14,0.189,0.035,2.492,1.693,3.527,2.464,3.63,4.138,0
Negative_87,1.005,2.01,2.01,3.015,8.543,9.045,5.528,0.558,1.115,1.115,0.236,0.729,0.075,0.352,0.392,0.322,0.382,0.328,0.015,0.116,0.247,0.202,0.232,1.005,0.96,0.96,1.439,4.078,4.318,2.639,0
Negative_23,6.061,3.03,0.0,3.03,0.0,15.152,9.091,3.5,1.75,0.0,0.333,0.848,0.152,0.455,0.485,0.394,0.485,0.219,0.0,0.188,0.156,0.125,0.094,9.091,1.898,0.0,1.898,0.0,9.49,5.694,0
Positive_468,4.348,4.783,1.739,6.087,4.783,3.478,7.391,3.501,3.851,1.4,0.257,0.8,0.1,0.296,0.361,0.396,0.357,0.205,0.022,0.135,0.197,0.166,0.162,1.304,2.472,0.899,3.146,2.472,1.798,3.82,1
Positive_733,6.714,4.947,2.12,3.887,9.541,1.413,7.774,8.133,5.993,2.568,0.254,0.802,0.088,0.375,0.445,0.304,0.431,0.301,0.011,0.167,0.259,0.167,0.223,0.707,2.55,1.093,2.004,4.918,0.728,4.007,1
Negative_457,1.333,4.0,0.0,10.0,4.0,6.667,14.667,0.75,2.25,0.0,0.4,0.8,0.12,0.407,0.447,0.367,0.473,0.141,0.013,0.201,0.134,0.101,0.121,3.333,2.277,0.0,5.693,2.277,3.795,8.349,0
Negative_703,3.913,3.623,4.203,8.261,5.507,5.362,7.246,2.036,1.885,2.187,0.243,0.843,0.071,0.328,0.406,0.391,0.351,0.232,0.016,0.109,0.199,0.128,0.18,0.435,2.016,2.339,4.597,3.065,2.984,4.032,0
Negative_361,4.211,3.368,2.316,4.842,4.211,5.895,6.947,4.323,3.458,2.378,0.259,0.796,0.103,0.328,0.385,0.387,0.383,0.234,0.027,0.152,0.236,0.188,0.194,0.421,1.748,1.202,2.514,2.186,3.06,3.606,0
Negative_496,2.049,3.893,1.025,1.844,4.713,9.631,13.525,1.165,2.213,0.583,0.326,0.824,0.084,0.498,0.547,0.264,0.539,0.166,0.035,0.129,0.121,0.101,0.103,1.23,2.229,0.587,1.056,2.698,5.513,7.742,0
Negative_1242,5.026,5.82,5.556,2.91,6.349,6.349,5.556,2.295,2.658,2.537,0.243,0.693,0.164,0.288,0.402,0.339,0.36,0.273,0.027,0.218,0.22,0.143,0.178,1.058,2.926,2.793,1.463,3.192,3.192,2.793,0
Negative_440,4.242,8.485,3.636,4.242,3.03,5.455,5.455,5.477,10.955,4.695,0.2,0.745,0.176,0.279,0.4,0.436,0.309,0.268,0.043,0.238,0.244,0.11,0.207,1.818,4.418,1.893,2.209,1.578,2.84,2.84,0
Negative_653,8.683,5.389,0.299,5.689,4.491,8.683,14.072,6.036,3.746,0.208,0.374,0.823,0.108,0.41,0.467,0.365,0.452,0.153,0.021,0.165,0.126,0.108,0.111,0.599,3.152,0.175,3.328,2.627,5.079,8.232,0
Positive_477,3.235,3.774,2.426,10.243,4.313,3.774,9.973,1.794,2.093,1.345,0.288,0.83,0.078,0.299,0.361,0.375,0.35,0.197,0.022,0.13,0.173,0.157,0.157,0.539,1.971,1.267,5.349,2.252,1.971,5.208,1
Positive_811,2.941,3.209,2.941,5.882,5.08,4.011,8.824,1.426,1.556,1.426,0.291,0.797,0.091,0.318,0.38,0.332,0.39,0.172,0.016,0.113,0.19,0.155,0.145,1.07,1.69,1.549,3.098,2.675,2.112,4.647,1
Negative_1311,3.077,2.564,3.077,5.641,6.154,5.641,9.744,2.63,2.191,2.63,0.287,0.779,0.103,0.338,0.395,0.374,0.39,0.247,0.036,0.149,0.227,0.18,0.201,1.538,1.329,1.595,2.924,3.19,2.924,5.051,0
Negative_1239,5.116,8.837,4.186,2.791,6.047,7.442,6.977,3.453,5.965,2.826,0.279,0.693,0.172,0.279,0.409,0.34,0.316,0.28,0.033,0.248,0.262,0.187,0.234,1.395,4.502,2.133,1.422,3.081,3.792,3.555,0
Positive_987,4.09,5.642,0.423,5.219,8.886,3.808,9.732,2.367,3.265,0.245,0.281,0.712,0.138,0.31,0.371,0.347,0.368,0.261,0.04,0.192,0.243,0.181,0.196,0.282,2.864,0.215,2.65,4.511,1.933,4.941,1
Negative_589,0.0,3.279,4.918,4.918,4.918,8.197,0.0,0.0,6.638,9.955,0.213,0.803,0.082,0.311,0.393,0.361,0.328,0.2,0.05,0.1,0.2,0.217,0.2,3.279,1.575,2.362,2.362,2.362,3.937,0.0,0
Negative_484,2.917,4.306,1.25,2.778,6.667,12.083,13.75,2.109,3.114,0.904,0.339,0.765,0.104,0.463,0.518,0.289,0.481,0.207,0.035,0.149,0.149,0.111,0.139,0.556,2.307,0.67,1.488,3.572,6.473,7.366,0
Positive_3,1.913,4.508,1.23,1.639,3.893,18.989,4.098,1.418,3.342,0.912,0.286,0.816,0.096,0.624,0.681,0.185,0.639,0.267,0.025,0.156,0.077,0.05,0.068,0.342,2.529,0.69,0.919,2.184,10.652,2.299,1
Negative_1,2.105,4.211,2.632,5.263,2.105,5.789,11.579,1.361,2.722,1.701,0.279,0.853,0.079,0.337,0.405,0.326,0.363,0.175,0.016,0.122,0.153,0.18,0.132,1.579,2.226,1.391,2.782,1.113,3.06,6.121,0
Positive_97,3.54,3.717,1.239,2.92,7.257,7.965,10.619,2.658,2.791,0.93,0.307,0.754,0.117,0.407,0.457,0.313,0.455,0.228,0.036,0.173,0.176,0.16,0.151,0.177,1.928,0.643,1.515,3.764,4.131,5.508,1
Positive_892,5.806,2.903,0.323,2.903,4.194,5.161,7.742,6.62,3.31,0.368,0.284,0.816,0.061,0.371,0.403,0.368,0.413,0.204,0.023,0.094,0.181,0.162,0.149,0.968,1.489,0.166,1.489,2.151,2.646,3.97,1
Positive_345,2.013,5.369,1.342,6.711,7.383,2.349,4.698,2.268,6.05,1.512,0.198,0.789,0.077,0.332,0.399,0.309,0.383,0.273,0.034,0.108,0.212,0.152,0.175,1.007,2.549,0.637,3.186,3.505,1.115,2.23,1
Negative_936,7.759,4.31,5.172,6.034,4.31,0.0,5.172,6.556,3.642,4.37,0.241,0.81,0.121,0.267,0.362,0.397,0.362,0.252,0.009,0.165,0.278,0.174,0.2,1.724,2.292,2.751,3.209,2.292,0.0,2.751,0
Positive_36,5.83,3.587,3.139,2.84,3.438,7.324,10.164,5.25,3.23,2.827,0.323,0.816,0.091,0.341,0.408,0.33,0.41,0.219,0.021,0.132,0.225,0.153,0.18,0.299,1.874,1.64,1.483,1.796,3.826,5.309,1
Positive_651,2.988,6.375,1.594,3.187,2.39,5.578,5.179,2.485,5.301,1.326,0.257,0.765,0.133,0.311,0.39,0.363,0.384,0.285,0.022,0.206,0.24,0.186,0.186,1.195,3.169,0.792,1.584,1.188,2.773,2.575,1
Positive_15,1.876,5.253,3.002,3.189,4.69,12.195,8.068,1.216,3.406,1.946,0.291,0.775,0.107,0.422,0.505,0.281,0.458,0.211,0.039,0.16,0.179,0.122,0.152,1.313,2.755,1.574,1.672,2.459,6.395,4.231,1
Positive_648,3.581,5.785,1.377,4.683,6.612,5.785,4.683,4.121,6.657,1.585,0.251,0.747,0.14,0.303,0.375,0.375,0.377,0.279,0.03,0.207,0.26,0.171,0.199,0.826,2.902,0.691,2.349,3.317,2.902,2.349,1
Negative_1305,5.364,2.682,0.766,6.513,6.897,6.13,13.793,3.413,1.707,0.487,0.391,0.843,0.077,0.456,0.49,0.383,0.471,0.15,0.012,0.135,0.096,0.088,0.092,0.766,1.671,0.477,4.057,4.296,3.819,8.592,0
Negative_495,1.227,4.908,0.613,4.908,4.294,6.135,2.454,1.618,6.471,0.808,0.172,0.81,0.086,0.38,0.436,0.38,0.429,0.284,0.012,0.111,0.185,0.142,0.117,3.067,2.474,0.309,2.474,2.164,3.092,1.237,0
Positive_556,4.103,5.128,0.769,5.897,5.641,4.615,6.923,4.356,5.444,0.816,0.269,0.772,0.136,0.333,0.392,0.354,0.41,0.27,0.021,0.216,0.219,0.159,0.185,1.795,2.615,0.392,3.007,2.876,2.353,3.53,1
Positive_1132,5.991,8.295,0.922,4.147,7.373,5.069,5.069,6.548,9.066,1.008,0.207,0.724,0.147,0.249,0.341,0.346,0.309,0.343,0.019,0.231,0.292,0.194,0.236,0.922,3.935,0.437,1.967,3.498,2.405,2.405,1
Positive_785,1.715,5.673,0.528,2.639,8.443,12.269,10.422,1.01,3.341,0.311,0.339,0.741,0.135,0.48,0.542,0.276,0.515,0.247,0.032,0.193,0.149,0.111,0.132,0.396,3.139,0.292,1.46,4.671,6.788,5.766,1
Positive_1058,5.192,3.612,2.709,7.675,5.192,6.095,7.449,2.252,1.567,1.175,0.305,0.813,0.07,0.293,0.357,0.363,0.363,0.21,0.023,0.104,0.201,0.192,0.161,0.677,1.938,1.454,4.119,2.786,3.271,3.997,1
Positive_370,2.245,5.918,3.878,4.694,7.143,5.306,8.367,1.512,3.985,2.611,0.245,0.722,0.143,0.298,0.396,0.363,0.347,0.268,0.031,0.202,0.229,0.145,0.19,0.408,3.028,1.984,2.402,3.655,2.715,4.281,1
Negative_190,0.0,1.538,2.308,2.308,1.538,16.923,10.769,0.0,0.881,1.323,0.323,0.769,0.046,0.531,0.569,0.192,0.538,0.233,0.023,0.07,0.14,0.101,0.132,2.308,0.702,1.054,1.054,0.702,7.729,4.919,0
Negative_314,2.5,0.625,5.0,6.25,2.5,7.5,15.0,2.382,0.596,4.764,0.4,0.881,0.05,0.425,0.481,0.275,0.506,0.119,0.013,0.063,0.113,0.145,0.094,2.5,0.338,2.703,3.378,1.351,4.054,8.108,0
Negative_159,2.37,4.265,1.896,3.791,4.897,8.057,8.847,1.72,3.095,1.376,0.258,0.782,0.096,0.423,0.485,0.303,0.453,0.231,0.017,0.141,0.188,0.138,0.168,2.054,2.226,0.99,1.979,2.556,4.206,4.618,0
Negative_259,1.743,3.011,2.694,3.17,4.596,9.826,7.29,1.482,2.56,2.291,0.279,0.775,0.113,0.387,0.444,0.363,0.429,0.24,0.024,0.16,0.184,0.149,0.159,1.585,1.582,1.416,1.666,2.415,5.163,3.831,0
Negative_568,3.571,0.0,8.929,1.786,0.0,1.786,5.357,2.11,0.0,5.276,0.411,0.964,0.0,0.429,0.518,0.071,0.75,0.073,0.0,0.0,0.055,0.055,0.0,3.571,0.0,4.255,0.851,0.0,0.851,2.553,0
Positive_484,3.426,4.731,0.816,5.71,6.688,5.22,7.015,2.948,4.071,0.702,0.223,0.754,0.116,0.347,0.403,0.364,0.385,0.268,0.033,0.172,0.216,0.181,0.191,0.653,2.347,0.405,2.832,3.317,2.589,3.48,1
Negative_580,3.578,2.862,2.683,4.651,2.862,4.651,7.513,1.903,1.522,1.427,0.275,0.868,0.064,0.354,0.41,0.365,0.395,0.183,0.009,0.106,0.163,0.152,0.14,0.537,1.575,1.477,2.56,1.575,2.56,4.135,0
Positive_757,2.893,5.579,0.826,5.165,2.893,7.231,5.165,4.163,8.027,1.188,0.225,0.806,0.101,0.349,0.413,0.353,0.401,0.302,0.019,0.18,0.23,0.164,0.197,0.826,2.73,0.404,2.527,1.416,3.538,2.527,1
Positive_288,4.441,5.249,2.557,6.729,6.595,3.499,8.21,4.94,5.839,2.844,0.245,0.787,0.109,0.296,0.374,0.376,0.357,0.275,0.032,0.17,0.263,0.205,0.213,0.269,2.72,1.325,3.487,3.418,1.813,4.255,1
Negative_44,4.762,3.903,2.455,5.842,3.117,5.277,9.18,4.635,3.799,2.389,0.278,0.833,0.09,0.345,0.408,0.388,0.397,0.247,0.014,0.146,0.219,0.161,0.183,0.123,2.076,1.306,3.108,1.658,2.807,4.883,0
Negative_119,0.714,5.0,1.429,5.714,8.571,7.857,7.857,0.659,4.613,1.318,0.286,0.771,0.129,0.4,0.464,0.343,0.429,0.23,0.007,0.223,0.187,0.122,0.165,2.143,2.71,0.774,3.096,4.645,4.258,4.258,0
Positive_542,4.128,6.881,1.376,5.505,8.257,5.505,5.963,4.394,7.324,1.465,0.252,0.725,0.142,0.239,0.321,0.358,0.307,0.29,0.051,0.217,0.295,0.249,0.253,0.917,3.326,0.665,2.661,3.991,2.661,2.882,1
Negative_183,3.31,3.783,1.891,2.837,2.837,7.092,4.965,3.721,4.253,2.126,0.239,0.809,0.092,0.348,0.404,0.366,0.4,0.263,0.014,0.159,0.209,0.152,0.178,1.418,1.9,0.95,1.425,1.425,3.562,2.494,0
Negative_1288,4.072,4.525,4.977,4.525,11.765,5.43,12.217,3.173,3.526,3.878,0.294,0.733,0.095,0.344,0.439,0.262,0.394,0.236,0.018,0.155,0.2,0.168,0.164,3.167,2.282,2.51,2.282,5.934,2.739,6.162,0
Positive_129,4.199,8.136,1.312,3.675,5.512,5.249,5.774,4.22,8.177,1.319,0.241,0.74,0.15,0.297,0.391,0.357,0.354,0.295,0.026,0.211,0.253,0.187,0.216,0.525,4.067,0.656,1.837,2.755,2.624,2.886,1
Negative_1077,3.242,4.266,2.901,5.461,3.242,6.655,9.386,2.773,3.649,2.482,0.295,0.8,0.116,0.321,0.392,0.379,0.379,0.176,0.036,0.162,0.186,0.145,0.144,0.341,2.24,1.523,2.868,1.702,3.495,4.929,0
Positive_157,2.381,3.869,2.679,4.762,4.167,2.381,8.036,1.113,1.808,1.252,0.229,0.815,0.101,0.271,0.336,0.399,0.339,0.191,0.018,0.143,0.197,0.2,0.158,0.595,2.055,1.423,2.529,2.213,1.265,4.268,1
Negative_974,2.358,3.302,3.774,2.358,5.189,4.245,6.604,2.347,3.287,3.757,0.278,0.825,0.09,0.34,0.41,0.349,0.396,0.265,0.005,0.175,0.227,0.209,0.19,1.415,1.777,2.031,1.269,2.792,2.284,3.553,0
Negative_733,1.124,4.494,2.247,1.124,1.124,11.236,3.371,0.712,2.847,1.424,0.315,0.876,0.101,0.371,0.438,0.303,0.461,0.17,0.0,0.125,0.182,0.102,0.114,2.247,2.514,1.257,0.629,0.629,6.286,1.886,0
Negative_395,2.0,4.571,4.286,2.286,3.143,6.286,8.571,1.338,3.059,2.868,0.246,0.797,0.089,0.323,0.411,0.34,0.371,0.235,0.023,0.132,0.209,0.16,0.178,2.0,2.328,2.182,1.164,1.6,3.201,4.364,0
Negative_655,6.091,2.538,5.584,2.538,4.061,6.599,12.69,4.918,2.049,4.509,0.391,0.883,0.051,0.452,0.533,0.315,0.482,0.143,0.02,0.071,0.117,0.087,0.102,2.03,1.585,3.487,1.585,2.536,4.121,7.924,0
Negative_698,0.615,4.615,3.385,1.231,2.154,13.846,6.769,0.421,3.156,2.315,0.308,0.797,0.105,0.449,0.529,0.289,0.492,0.198,0.022,0.151,0.16,0.13,0.136,1.231,2.485,1.822,0.663,1.16,7.454,3.644,0
Negative_797,1.786,2.976,5.952,2.381,17.262,3.571,3.571,0.613,1.021,2.042,0.185,0.685,0.101,0.315,0.405,0.286,0.333,0.311,0.036,0.162,0.24,0.216,0.21,1.19,1.534,3.068,1.227,8.898,1.841,1.841,0
Negative_537,1.754,4.094,0.585,4.678,6.433,11.696,8.772,0.982,2.292,0.328,0.374,0.708,0.158,0.404,0.45,0.339,0.439,0.188,0.029,0.253,0.165,0.129,0.141,1.17,2.22,0.317,2.536,3.488,6.341,4.756,0
Positive_1118,3.918,5.281,1.618,4.77,4.089,5.707,6.048,4.334,5.842,1.79,0.247,0.789,0.118,0.351,0.42,0.365,0.405,0.287,0.025,0.184,0.215,0.159,0.182,0.17,2.709,0.83,2.447,2.098,2.928,3.103,1
Positive_106,3.237,4.317,1.799,5.036,5.396,3.957,8.273,2.901,3.868,1.612,0.241,0.784,0.101,0.381,0.442,0.353,0.403,0.209,0.04,0.126,0.177,0.141,0.155,2.158,2.22,0.925,2.59,2.775,2.035,4.255,1
Positive_972,2.111,3.958,1.319,5.541,4.749,4.222,7.916,1.314,2.463,0.821,0.274,0.794,0.1,0.327,0.38,0.383,0.38,0.257,0.026,0.153,0.23,0.19,0.204,1.055,2.053,0.684,2.875,2.464,2.19,4.107,1
Negative_955,0.833,1.667,2.5,3.75,2.5,5.0,7.5,0.349,0.699,1.048,0.275,0.904,0.037,0.362,0.404,0.325,0.429,0.134,0.004,0.071,0.113,0.184,0.096,0.833,0.902,1.353,2.03,1.353,2.707,4.06,0
Positive_281,4.842,4.261,1.614,7.36,5.1,3.228,7.101,2.962,2.607,0.987,0.251,0.808,0.097,0.295,0.354,0.407,0.347,0.233,0.012,0.149,0.227,0.194,0.189,0.194,2.256,0.854,3.896,2.7,1.709,3.759,1
Negative_889,4.31,3.448,4.31,0.862,5.172,5.172,7.759,2.798,2.238,2.798,0.198,0.767,0.121,0.353,0.431,0.371,0.362,0.235,0.017,0.191,0.191,0.148,0.183,1.724,1.805,2.257,0.451,2.708,2.708,4.062,0
Positive_443,2.588,4.436,2.218,3.327,3.512,5.176,5.36,2.284,3.915,1.958,0.203,0.767,0.124,0.349,0.416,0.383,0.381,0.296,0.031,0.185,0.209,0.144,0.198,0.555,2.229,1.115,1.672,1.765,2.601,2.694,1
Positive_1152,3.349,3.11,0.718,4.785,3.828,5.981,5.502,3.264,3.031,0.7,0.251,0.823,0.093,0.33,0.368,0.395,0.404,0.285,0.014,0.144,0.247,0.192,0.201,0.478,1.605,0.371,2.47,1.976,3.087,2.84,1
